Date,Open,High,Low,Close,Adj Close,Volume
2022-03-29,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,0
2022-03-30,2.575000047683716,2.575000047683716,2.575000047683716,2.575000047683716,2.575000047683716,0
2022-03-31,2.4549999237060547,2.4549999237060547,2.384999990463257,2.384999990463257,2.384999990463257,540
2022-04-01,2.375999927520752,2.375999927520752,2.375999927520752,2.375999927520752,2.375999927520752,0
2022-04-04,2.421999931335449,2.421999931335449,2.421999931335449,2.421999931335449,2.421999931335449,500
2022-04-05,2.4100000858306885,2.441999912261963,2.388000011444092,2.388000011444092,2.388000011444092,4040
2022-04-06,2.371999979019165,2.371999979019165,2.26200008392334,2.26200008392334,2.26200008392334,2050
2022-04-07,2.253999948501587,2.253999948501587,2.253999948501587,2.253999948501587,2.253999948501587,0
2022-04-08,2.2179999351501465,2.2179999351501465,2.2179999351501465,2.2179999351501465,2.2179999351501465,0
2022-04-11,2.1600000858306885,2.1600000858306885,2.1600000858306885,2.1600000858306885,2.1600000858306885,0
2022-04-12,2.1419999599456787,2.1459999084472656,2.1419999599456787,2.1459999084472656,2.1459999084472656,50
2022-04-13,2.131999969482422,2.131999969482422,2.131999969482422,2.131999969482422,2.131999969482422,0
2022-04-14,2.135999917984009,2.135999917984009,2.135999917984009,2.135999917984009,2.135999917984009,0
2022-04-19,2.134000062942505,2.134000062942505,2.134000062942505,2.134000062942505,2.134000062942505,0
2022-04-20,2.2119998931884766,2.2839999198913574,2.2119998931884766,2.2839999198913574,2.2839999198913574,351
2022-04-21,2.2780001163482666,2.2780001163482666,2.2780001163482666,2.2780001163482666,2.2780001163482666,0
2022-04-22,2.2639999389648438,2.2639999389648438,2.2639999389648438,2.2639999389648438,2.2639999389648438,0
2022-04-25,2.2019999027252197,2.2019999027252197,2.2019999027252197,2.2019999027252197,2.2019999027252197,1200
2022-04-26,2.2079999446868896,2.2079999446868896,2.2079999446868896,2.2079999446868896,2.2079999446868896,0
2022-04-27,2.068000078201294,2.068000078201294,2.068000078201294,2.068000078201294,2.068000078201294,0
2022-04-28,2.118000030517578,2.118000030517578,2.118000030517578,2.118000030517578,2.118000030517578,0
2022-04-29,2.111999988555908,2.111999988555908,2.111999988555908,2.111999988555908,2.111999988555908,0
2022-05-02,2.111999988555908,2.111999988555908,2.069999933242798,2.109999895095825,2.109999895095825,1050
2022-05-03,2.0980000495910645,2.0980000495910645,2.0980000495910645,2.0980000495910645,2.0980000495910645,0
2022-05-04,2.0920000076293945,2.0920000076293945,2.0920000076293945,2.0920000076293945,2.0920000076293945,0
2022-05-05,2.131999969482422,2.131999969482422,2.0859999656677246,2.0859999656677246,2.0859999656677246,400
2022-05-06,1.9600000381469727,1.9600000381469727,1.9600000381469727,1.9600000381469727,1.9600000381469727,0
2022-05-09,1.9359999895095825,1.9359999895095825,1.9359999895095825,1.9359999895095825,1.9359999895095825,4000
2022-05-10,1.809999942779541,1.8380000591278076,1.809999942779541,1.8380000591278076,1.8380000591278076,550
2022-05-11,1.805999994277954,1.805999994277954,1.805999994277954,1.805999994277954,1.805999994277954,0
2022-05-12,1.774999976158142,1.774999976158142,1.774999976158142,1.774999976158142,1.774999976158142,0
2022-05-13,1.784999966621399,1.784999966621399,1.784999966621399,1.784999966621399,1.784999966621399,0
2022-05-16,1.8509999513626099,1.8509999513626099,1.8320000171661377,1.8320000171661377,1.8320000171661377,10000
2022-05-17,1.8639999628067017,1.8639999628067017,1.8639999628067017,1.8639999628067017,1.8639999628067017,0
2022-05-18,1.8910000324249268,1.8910000324249268,1.8910000324249268,1.8910000324249268,1.8910000324249268,0
2022-05-19,1.809000015258789,1.809000015258789,1.809000015258789,1.809000015258789,1.809000015258789,0
2022-05-20,1.819000005722046,1.819000005722046,1.819000005722046,1.819000005722046,1.819000005722046,0
2022-05-23,1.8079999685287476,1.8480000495910645,1.8079999685287476,1.8480000495910645,1.8480000495910645,550
2022-05-24,1.815999984741211,1.815999984741211,1.815999984741211,1.815999984741211,1.815999984741211,0
2022-05-25,1.8029999732971191,1.8489999771118164,1.8029999732971191,1.8489999771118164,1.8489999771118164,500
2022-05-26,1.819000005722046,1.819000005722046,1.819000005722046,1.819000005722046,1.819000005722046,0
2022-05-27,1.8700000047683716,1.8700000047683716,1.8700000047683716,1.8700000047683716,1.8700000047683716,0
2022-05-30,1.9539999961853027,2.00600004196167,1.9539999961853027,2.00600004196167,2.00600004196167,400
2022-05-31,1.972000002861023,1.972000002861023,1.972000002861023,1.972000002861023,1.972000002861023,0
2022-06-01,1.9559999704360962,1.9559999704360962,1.9559999704360962,1.9559999704360962,1.9559999704360962,0
2022-06-02,1.9210000038146973,1.9210000038146973,1.9210000038146973,1.9210000038146973,1.9210000038146973,0
2022-06-03,1.9869999885559082,1.9869999885559082,1.9869999885559082,1.9869999885559082,1.9869999885559082,0
2022-06-06,2.002000093460083,2.002000093460083,2.002000093460083,2.002000093460083,2.002000093460083,0
2022-06-07,2.002000093460083,2.002000093460083,2.002000093460083,2.002000093460083,2.002000093460083,0
2022-06-08,1.9630000591278076,1.9630000591278076,1.9630000591278076,1.9630000591278076,1.9630000591278076,0
2022-06-09,2.00600004196167,2.00600004196167,1.9600000381469727,1.9600000381469727,1.9600000381469727,34950
2022-06-10,1.8660000562667847,1.8660000562667847,1.8660000562667847,1.8660000562667847,1.8660000562667847,0
2022-06-13,1.7510000467300415,1.7510000467300415,1.7510000467300415,1.7510000467300415,1.7510000467300415,0
2022-06-14,1.715000033378601,1.715000033378601,1.715000033378601,1.715000033378601,1.715000033378601,0
2022-06-15,1.621999979019165,1.6430000066757202,1.6200000047683716,1.6430000066757202,1.6430000066757202,4000
2022-06-16,1.6679999828338623,1.6679999828338623,1.6679999828338623,1.6679999828338623,1.6679999828338623,0
2022-06-17,1.5850000381469727,1.5850000381469727,1.5850000381469727,1.5850000381469727,1.5850000381469727,0
2022-06-20,1.6410000324249268,1.6410000324249268,1.6410000324249268,1.6410000324249268,1.6410000324249268,0
2022-06-21,1.6239999532699585,1.6239999532699585,1.6239999532699585,1.6239999532699585,1.6239999532699585,0
2022-06-22,1.6109999418258667,1.6109999418258667,1.6109999418258667,1.6109999418258667,1.6109999418258667,0
2022-06-23,1.5709999799728394,1.5709999799728394,1.5709999799728394,1.5709999799728394,1.5709999799728394,0
2022-06-24,1.5429999828338623,1.5429999828338623,1.5429999828338623,1.5429999828338623,1.5429999828338623,0
2022-06-27,1.5509999990463257,1.5509999990463257,1.5509999990463257,1.5509999990463257,1.5509999990463257,0
2022-06-28,1.569000005722046,1.569000005722046,1.569000005722046,1.569000005722046,1.569000005722046,0
2022-06-29,1.5509999990463257,1.5509999990463257,1.5509999990463257,1.5509999990463257,1.5509999990463257,0
2022-06-30,1.468999981880188,1.468999981880188,1.4019999504089355,1.4019999504089355,1.4019999504089355,1688
2022-07-01,1.3949999809265137,1.3949999809265137,1.3949999809265137,1.3949999809265137,1.3949999809265137,0
2022-07-04,1.4509999752044678,1.4509999752044678,1.4299999475479126,1.4299999475479126,1.4299999475479126,2000
2022-07-05,1.4110000133514404,1.4110000133514404,1.4110000133514404,1.4110000133514404,1.4110000133514404,0
2022-07-06,1.375,1.375,1.375,1.375,1.375,0
2022-07-07,1.3940000534057617,1.3940000534057617,1.3940000534057617,1.3940000534057617,1.3940000534057617,0
2022-07-08,1.4199999570846558,1.4199999570846558,1.4199999570846558,1.4199999570846558,1.4199999570846558,0
2022-07-11,1.4570000171661377,1.4570000171661377,1.4570000171661377,1.4570000171661377,1.4570000171661377,370
2022-07-12,1.4259999990463257,1.4259999990463257,1.4259999990463257,1.4259999990463257,1.4259999990463257,0
2022-07-13,1.4049999713897705,1.4049999713897705,1.4049999713897705,1.4049999713897705,1.4049999713897705,0
2022-07-14,1.3990000486373901,1.3990000486373901,1.3990000486373901,1.3990000486373901,1.3990000486373901,0
2022-07-15,1.371000051498413,1.3919999599456787,1.371000051498413,1.3919999599456787,1.3919999599456787,300
2022-07-18,1.409000039100647,1.440000057220459,1.409000039100647,1.440000057220459,1.440000057220459,200
2022-07-19,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,0
2022-07-20,1.4670000076293945,1.4670000076293945,1.4670000076293945,1.4670000076293945,1.4670000076293945,0
2022-07-21,1.49399995803833,1.49399995803833,1.49399995803833,1.49399995803833,1.49399995803833,0
2022-07-22,1.4789999723434448,1.4789999723434448,1.4789999723434448,1.4789999723434448,1.4789999723434448,0
2022-07-25,1.4600000381469727,1.4600000381469727,1.4600000381469727,1.4600000381469727,1.4600000381469727,0
2022-07-26,1.4589999914169312,1.4589999914169312,1.4589999914169312,1.4589999914169312,1.4589999914169312,0
2022-07-27,1.4170000553131104,1.4170000553131104,1.4170000553131104,1.4170000553131104,1.4170000553131104,0
2022-07-28,1.4329999685287476,1.4329999685287476,1.4329999685287476,1.4329999685287476,1.4329999685287476,0
2022-07-29,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,1.4420000314712524,0
2022-08-01,1.4809999465942383,1.4809999465942383,1.4809999465942383,1.4809999465942383,1.4809999465942383,0
2022-08-02,1.4620000123977661,1.4620000123977661,1.4620000123977661,1.4620000123977661,1.4620000123977661,0
2022-08-03,1.4270000457763672,1.4270000457763672,1.4270000457763672,1.4270000457763672,1.4270000457763672,0
2022-08-04,1.50600004196167,1.50600004196167,1.50600004196167,1.50600004196167,1.50600004196167,500
2022-08-05,1.5110000371932983,1.5110000371932983,1.4600000381469727,1.4600000381469727,1.4600000381469727,9000
2022-08-08,1.4900000095367432,1.4900000095367432,1.4900000095367432,1.4900000095367432,1.4900000095367432,0
2022-08-09,1.4980000257492065,1.4980000257492065,1.4980000257492065,1.4980000257492065,1.4980000257492065,0
2022-08-10,1.4160000085830688,1.656999945640564,1.4160000085830688,1.656999945640564,1.656999945640564,780
2022-08-11,1.659999966621399,1.659999966621399,1.659999966621399,1.659999966621399,1.659999966621399,0
2022-08-12,1.7389999628067017,1.781000018119812,1.7389999628067017,1.781000018119812,1.781000018119812,4000
2022-08-15,1.7619999647140503,1.7619999647140503,1.7139999866485596,1.7139999866485596,1.7139999866485596,45000
2022-08-16,1.6670000553131104,1.6670000553131104,1.6670000553131104,1.6670000553131104,1.6670000553131104,0
2022-08-17,1.6349999904632568,1.6349999904632568,1.61899995803833,1.61899995803833,1.61899995803833,4000
2022-08-18,1.5920000076293945,1.6100000143051147,1.5920000076293945,1.6100000143051147,1.6100000143051147,600
2022-08-19,1.5859999656677246,1.5859999656677246,1.5859999656677246,1.5859999656677246,1.5859999656677246,0
2022-08-22,1.5399999618530273,1.5399999618530273,1.5399999618530273,1.5399999618530273,1.5399999618530273,0
2022-08-23,1.4880000352859497,1.4880000352859497,1.4880000352859497,1.4880000352859497,1.4880000352859497,0
2022-08-24,1.4889999628067017,1.524999976158142,1.4889999628067017,1.5,1.5,11000
2022-08-25,1.5140000581741333,1.5140000581741333,1.5140000581741333,1.5140000581741333,1.5140000581741333,0
2022-08-26,1.5140000581741333,1.5140000581741333,1.5140000581741333,1.5140000581741333,1.5140000581741333,0
